2026-05-16 22:00:01 | IngestionPipeline | DEBUG |   [Community] Qdrant NL sentences written: 2 for community 'Defining geographic areas of the Alpine National Park'
2026-05-16 22:11:32 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 4822/5423: singleton entity cluster (donald e. westlake)
2026-05-16 22:11:32 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 4823/5423 (2 members)
2026-05-16 22:12:06 | IngestionPipeline | DEBUG |   [Community] Kuzu community node created: 'Actor's Portrayal of a Fictional Character' id=community_l2_a362c6e25504415fba4d50c55ff9c865
2026-05-16 22:12:06 | IngestionPipeline | DEBUG |   [Community] Qdrant NL sentences written: 2 for community 'Actor's Portrayal of a Fictional Character'
2026-05-16 22:12:06 | IngestionPipeline | INFO |   [Community] ✓ Created L2 community 'Actor's Portrayal of a Fictional Character' (id=community_l2_a362c6e25504415fba4d50c55ff9c865, 2 members)
2026-05-16 22:12:06 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 4824/5423 (2 members)
2026-05-16 22:12:36 | IngestionPipeline | DEBUG |   [Community] Kuzu community node created: 'Actor and Character Portrayal' id=community_l2_342514cf82fa4d6ea676f422898c1f92
2026-05-16 22:12:36 | IngestionPipeline | DEBUG |   [Community] Qdrant NL sentences written: 2 for community 'Actor and Character Portrayal'
2026-05-16 22:12:36 | IngestionPipeline | INFO |   [Community] ✓ Created L2 community 'Actor and Character Portrayal' (id=community_l2_342514cf82fa4d6ea676f422898c1f92, 2 members)
2026-05-16 22:12:36 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 4825/5423 (2 members)
2026-05-16 22:13:06 | IngestionPipeline | DEBUG |   [Community] Kuzu community node created: 'Aram A. Avakian's lifespan' id=community_l2_ba6012aa7a42450bbb4a26f12214bac8
2026-05-16 22:13:06 | IngestionPipeline | DEBUG |   [Community] Qdrant NL sentences written: 2 for community 'Aram A. Avakian's lifespan'
2026-05-16 22:13:06 | IngestionPipeline | INFO |   [Community] ✓ Created L2 community 'Aram A. Avakian's lifespan' (id=community_l2_ba6012aa7a42450bbb4a26f12214bac8, 2 members)
2026-05-16 22:13:06 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 4826/5423 (1 members)
2026-05-16 22:13:06 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 4826/5423: singleton entity cluster (armenian-american)
2026-05-16 22:13:06 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 4827/5423 (1 members)
2026-05-16 22:13:06 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 4827/5423: singleton entity cluster (film editor)
2026-05-16 22:13:06 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 4828/5423 (1 members)
2026-05-16 22:13:06 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 4828/5423: singleton entity cluster (jazz on a summer's day)
2026-05-16 22:13:06 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 4829/5423 (1 members)
2026-05-16 22:13:06 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 4829/5423: singleton entity cluster (made in britain)
2026-05-16 22:13:06 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 4830/5423 (1 members)
2026-05-16 22:13:06 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 4830/5423: singleton entity cluster (britain)
2026-05-16 22:13:06 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 4831/5423 (1 members)
2026-05-16 22:13:06 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 4831/5423: singleton entity cluster (david leland)
2026-05-16 22:13:06 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 4832/5423 (2 members)
2026-05-16 22:13:40 | IngestionPipeline | DEBUG |   [Community] Kuzu community node created: 'Depiction of English Working-Class Life by Alan Clarke' id=community_l2_503f0b1d8fbd494bac50f1a5e98d686d
2026-05-16 22:13:40 | IngestionPipeline | DEBUG |   [Community] Qdrant NL sentences written: 2 for community 'Depiction of English Working-Class Life by Alan Clarke'
2026-05-16 22:13:40 | IngestionPipeline | INFO |   [Community] ✓ Created L2 community 'Depiction of English Working-Class Life by Alan Clarke' (id=community_l2_503f0b1d8fbd494bac50f1a5e98d686d, 2 members)
2026-05-16 22:13:40 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 4833/5423 (1 members)
2026-05-16 22:13:40 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 4833/5423: singleton entity cluster (trevor)
2026-05-16 22:13:40 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 4834/5423 (1 members)
2026-05-16 22:13:40 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 4834/5423: singleton entity cluster (authority figures)
2026-05-16 22:13:40 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 4835/5423 (2 members)
2026-05-16 22:14:14 | IngestionPipeline | DEBUG |   [Community] Kuzu community node created: 'The Original Airing Details of Made in Britain' id=community_l2_02416f918cb14b4983637551de69da46
2026-05-16 22:14:14 | IngestionPipeline | DEBUG |   [Community] Qdrant NL sentences written: 2 for community 'The Original Airing Details of Made in Britain'
2026-05-16 22:14:14 | IngestionPipeline | INFO |   [Community] ✓ Created L2 community 'The Original Airing Details of Made in Britain' (id=community_l2_02416f918cb14b4983637551de69da46, 2 members)
2026-05-16 22:14:14 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 4836/5423 (1 members)
2026-05-16 22:14:14 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 4836/5423: singleton entity cluster ("birth of a nation")
2026-05-16 22:14:14 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 4837/5423 (2 members)
2026-05-16 22:14:51 | IngestionPipeline | DEBUG |   [Community] Kuzu community node created: 'Narratives and Structures of British Education' id=community_l2_abb62fc7ed9d47308e171a2ed6b85f26
2026-05-16 22:14:51 | IngestionPipeline | DEBUG |   [Community] Qdrant NL sentences written: 2 for community 'Narratives and Structures of British Education'
2026-05-16 22:14:51 | IngestionPipeline | INFO |   [Community] ✓ Created L2 community 'Narratives and Structures of British Education' (id=community_l2_abb62fc7ed9d47308e171a2ed6b85f26, 2 members)
2026-05-16 22:14:51 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 4838/5423 (1 members)
2026-05-16 22:14:51 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 4838/5423: singleton entity cluster (steadicam)
2026-05-16 22:14:51 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 4839/5423 (1 members)
2026-05-16 22:14:51 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 4839/5423: singleton entity cluster (crisscross)
2026-05-16 22:14:51 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 4840/5423 (1 members)
2026-05-16 22:14:51 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 4840/5423: singleton entity cluster (drama film)
2026-05-16 22:14:51 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 4841/5423 (2 members)
2026-05-16 22:15:24 | IngestionPipeline | DEBUG |   [Community] Kuzu community node created: 'Authorship and the Literary Source for CrissCross' id=community_l2_f78b21d7ca294c818459eb51e6230caf
2026-05-16 22:15:24 | IngestionPipeline | DEBUG |   [Community] Qdrant NL sentences written: 2 for community 'Authorship and the Literary Source for CrissCross'
2026-05-16 22:15:24 | IngestionPipeline | INFO |   [Community] ✓ Created L2 community 'Authorship and the Literary Source for CrissCross' (id=community_l2_f78b21d7ca294c818459eb51e6230caf, 2 members)
2026-05-16 22:15:24 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 4842/5423 (1 members)
2026-05-16 22:15:24 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 4842/5423: singleton entity cluster (goldie hawn)
2026-05-16 22:15:24 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 4843/5423 (1 members)
2026-05-16 22:15:24 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 4843/5423: singleton entity cluster (arliss howard)
2026-05-16 22:15:24 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 4844/5423 (1 members)
2026-05-16 22:15:24 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 4844/5423: singleton entity cluster (keith carradine)
2026-05-16 22:15:24 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 4845/5423 (1 members)
2026-05-16 22:15:24 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 4845/5423: singleton entity cluster (steve buscemi)
2026-05-16 22:15:24 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 4846/5423 (1 members)
2026-05-16 22:15:24 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 4846/5423: singleton entity cluster (david arnott)
2026-05-16 22:15:24 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 4847/5423 (2 members)
2026-05-16 22:16:02 | IngestionPipeline | DEBUG |   [Community] Kuzu community node created: 'Local Public Media Membership and Broadcast Content' id=community_l2_2db12f7bdb0a4894bbf8605dd85d94cb
2026-05-16 22:16:02 | IngestionPipeline | DEBUG |   [Community] Qdrant NL sentences written: 2 for community 'Local Public Media Membership and Broadcast Content'
2026-05-16 22:16:02 | IngestionPipeline | INFO |   [Community] ✓ Created L2 community 'Local Public Media Membership and Broadcast Content' (id=community_l2_2db12f7bdb0a4894bbf8605dd85d94cb, 2 members)
2026-05-16 22:16:02 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 4848/5423 (1 members)
2026-05-16 22:16:02 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 4848/5423: singleton entity cluster (navy pier)
2026-05-16 22:16:02 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 4849/5423 (2 members)
2026-05-16 22:16:33 | IngestionPipeline | DEBUG |   [Community] Kuzu community node created: 'Chicago Public Media's FM Broadcasting Assets' id=community_l2_a5182780641c4352b0a8f844a33292c5
2026-05-16 22:16:34 | IngestionPipeline | DEBUG |   [Community] Qdrant NL sentences written: 2 for community 'Chicago Public Media's FM Broadcasting Assets'
2026-05-16 22:16:34 | IngestionPipeline | INFO |   [Community] ✓ Created L2 community 'Chicago Public Media's FM Broadcasting Assets' (id=community_l2_a5182780641c4352b0a8f844a33292c5, 2 members)
2026-05-16 22:16:34 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 4850/5423 (1 members)
2026-05-16 22:16:34 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 4850/5423: singleton entity cluster ("wait wait... don't tell me! ")
2026-05-16 22:16:34 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 4851/5423 (1 members)
2026-05-16 22:16:34 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 4851/5423: singleton entity cluster ("this american life")
2026-05-16 22:16:34 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 4852/5423 (1 members)
2026-05-16 22:16:34 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 4852/5423: singleton entity cluster ("sound opinions")
2026-05-16 22:16:34 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 4853/5423 (1 members)
2026-05-16 22:16:34 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 4853/5423: singleton entity cluster (prx)
2026-05-16 22:16:34 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 4854/5423 (1 members)
2026-05-16 22:16:34 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 4854/5423: singleton entity cluster (state media)
2026-05-16 22:16:34 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 4855/5423 (1 members)
2026-05-16 22:16:34 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 4855/5423: singleton entity cluster (mass communication)
2026-05-16 22:16:34 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 4856/5423 (1 members)
2026-05-16 22:16:34 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 4856/5423: singleton entity cluster (news outlets)
2026-05-16 22:16:34 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 4857/5423 (2 members)
2026-05-16 22:17:09 | IngestionPipeline | DEBUG |   [Community] Kuzu community node created: 'External and Competing Media Structures' id=community_l2_fa29bedd6de4490b920a70f0975bc271
2026-05-16 22:17:09 | IngestionPipeline | DEBUG |   [Community] Qdrant NL sentences written: 2 for community 'External and Competing Media Structures'
2026-05-16 22:17:09 | IngestionPipeline | INFO |   [Community] ✓ Created L2 community 'External and Competing Media Structures' (id=community_l2_fa29bedd6de4490b920a70f0975bc271, 2 members)
2026-05-16 22:17:09 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 4858/5423 (3 members)
2026-05-16 22:17:45 | IngestionPipeline | DEBUG |   [Community] Kuzu community node created: 'Andrew Jaspan's tenure as Editor-in-Chief of The Conversation' id=community_l2_95da24287e21489dbd9f2c426ed303c8
2026-05-16 22:17:45 | IngestionPipeline | DEBUG |   [Community] Qdrant NL sentences written: 3 for community 'Andrew Jaspan's tenure as Editor-in-Chief of The Conversation'
2026-05-16 22:17:45 | IngestionPipeline | INFO |   [Community] ✓ Created L2 community 'Andrew Jaspan's tenure as Editor-in-Chief of The Conversation' (id=community_l2_95da24287e21489dbd9f2c426ed303c8, 3 members)
2026-05-16 22:17:46 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 4859/5423 (1 members)
2026-05-16 22:17:46 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 4859/5423: singleton entity cluster (british-australian)
2026-05-16 22:17:46 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 4860/5423 (2 members)
2026-05-16 22:18:19 | IngestionPipeline | DEBUG |   [Community] Kuzu community node created: 'The Launch and Early Growth of Academic Media' id=community_l2_f5a87570ec8d43e79c24549867a4a982
2026-05-16 22:18:19 | IngestionPipeline | DEBUG |   [Community] Qdrant NL sentences written: 2 for community 'The Launch and Early Growth of Academic Media'
2026-05-16 22:18:19 | IngestionPipeline | INFO |   [Community] ✓ Created L2 community 'The Launch and Early Growth of Academic Media' (id=community_l2_f5a87570ec8d43e79c24549867a4a982, 2 members)
2026-05-16 22:18:19 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 4861/5423 (1 members)
2026-05-16 22:18:19 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 4861/5423: singleton entity cluster (20 april 1952)
2026-05-16 22:18:19 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 4862/5423 (1 members)
2026-05-16 22:18:19 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 4862/5423: singleton entity cluster (advice column)
2026-05-16 22:18:19 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 4863/5423 (2 members)
2026-05-16 22:18:47 | IngestionPipeline | DEBUG |   [Community] Kuzu community node created: 'Traditional Print Sources for Advice Content' id=community_l2_ba28ea62db9441faabec73b9085292dc
2026-05-16 22:18:47 | IngestionPipeline | DEBUG |   [Community] Qdrant NL sentences written: 2 for community 'Traditional Print Sources for Advice Content'
2026-05-16 22:18:47 | IngestionPipeline | INFO |   [Community] ✓ Created L2 community 'Traditional Print Sources for Advice Content' (id=community_l2_ba28ea62db9441faabec73b9085292dc, 2 members)
2026-05-16 22:18:47 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 4864/5423 (2 members)
2026-05-16 22:19:13 | IngestionPipeline | DEBUG |   [Community] Kuzu community node created: 'Channels for News and Advice Delivery' id=community_l2_f4391790442c4490bc1e6b80f5b548aa
2026-05-16 22:19:14 | IngestionPipeline | DEBUG |   [Community] Qdrant NL sentences written: 2 for community 'Channels for News and Advice Delivery'
2026-05-16 22:19:14 | IngestionPipeline | INFO |   [Community] ✓ Created L2 community 'Channels for News and Advice Delivery' (id=community_l2_f4391790442c4490bc1e6b80f5b548aa, 2 members)
2026-05-16 22:19:14 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 4865/5423 (1 members)
2026-05-16 22:19:14 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 4865/5423: singleton entity cluster (reader)
2026-05-16 22:19:14 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 4866/5423 (1 members)
2026-05-16 22:19:14 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 4866/5423: singleton entity cluster (media outlet)
2026-05-16 22:19:14 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 4867/5423 (2 members)
2026-05-16 22:19:46 | IngestionPipeline | DEBUG |   [Community] Kuzu community node created: 'Framing Reader Issues as Submission Questions' id=community_l2_22acd1ab1fe145729791db58f7178e1b
